County,State,Population,HouseholdIncome,TotalDebt,Multiple
Kendall County,Texas,40306,81023,146427.0,1.8072275773545783
Bexar County,Texas,1892004,53999,93153.0,1.7250875016204004
Bell County,Texas,336506,52583,79484.0,1.5115911986763784
Cameron County,Texas,420201,36095,65867.0,1.8248233827399918
Denton County,Texas,781321,80290,101884.0,1.2689500560468303
Orange County,Texas,83909,53667,108392.0,2.0197141632660665
Washington County,Texas,34667,55793,127682.0,2.2884949724875883
Harris County,Texas,4525519,57791,106680.0,1.8459621740409407
Burnet County,Texas,45017,57173,117258.0,2.0509331327724625
Gillespie County,Texas,25939,56267,153150.0,2.7218440649048286
Dallas County,Texas,2552213,53626,112187.0,2.0920262559206355
Johnson County,Texas,160173,60458,104343.0,1.7258758146151048
Hood County,Texas,55418,60275,188882.0,3.1336706760680215
Hopkins County,Texas,35929,47832,97050.0,2.028976417461114
McLennan County,Texas,245720,46262,86870.0,1.8777830616921014
Cherokee County,Texas,51594,44294,155288.0,3.5058472930870996
Jim Wells County,Texas,41318,41103,116846.0,2.8427608690363235
Montgomery County,Texas,535187,74323,116115.0,1.5623023828424578
Webb County,Texas,269624,40442,100082.0,2.474704515108056
Fort Bend County,Texas,711421,93645,110718.0,1.1823161941374338
Kleberg County,Texas,31540,41700,97218.0,2.33136690647482
Cooke County,Texas,39064,60027,78875.0,1.3139920369167208
Jasper County,Texas,35444,41960,125036.0,2.9798856053384175
Jefferson County,Texas,254574,46315,109715.0,2.368886969664256
Galveston County,Texas,321184,65702,110279.0,1.678472497032054
El Paso County,Texas,834825,43244,72311.0,1.6721626121542874
Uvalde County,Texas,27015,40781,76693.0,1.8806061646354921
Bowie County,Texas,93635,46283,123018.0,2.657952163861461
Hidalgo County,Texas,839539,37097,78985.0,2.129147909534464
Smith County,Texas,222277,50742,103593.0,2.0415632020811163
Tooele County,Utah,63357,66542,96560.0,1.4511135823990864
Washington County,Utah,155577,55175,113650.0,2.0598096964204804
Summit County,Utah,39731,94952,154492.0,1.6270536692223438
Wasatch County,Utah,29306,74552,107127.0,1.4369433415602533
Box Elder County,Utah,52182,58835,184355.0,3.133423982323447
Iron County,Utah,48504,45422,92186.0,2.0295451543305005
Sanpete County,Utah,28892,50928,66443.0,1.3046457744266415
Utah County,Utah,576496,67042,78894.0,1.1767847021270248
Weber County,Utah,244101,62036,81908.0,1.3203301308917403
Salt Lake County,Utah,1106700,67922,111185.0,1.6369512087394364
Uintah County,Utah,36343,67012,109660.0,1.636423327165284
Davis County,Utah,334977,75961,113993.0,1.500677979489475
Cache County,Utah,120288,53812,87144.0,1.6194157437002898
Rutland County,Vermont,59676,52635,107688.0,2.0459390139640923
Orleans County,Vermont,26951,45664,126283.0,2.7654826559215135
Orange County,Vermont,28901,56584,102335.0,1.8085501201753145
Chittenden County,Vermont,160985,66906,90500.0,1.3526440080112396
Lamoille County,Vermont,25191,54899,102941.0,1.8750979070657026
Windsor County,Vermont,55485,56828,115812.0,2.0379390441331737
Franklin County,Vermont,48816,62214,106594.0,1.7133442633490854
Caledonia County,Vermont,30576,47371,92735.0,1.9576323066855248
Windham County,Vermont,43332,50831,101000.0,1.986976451378096
Bennington County,Vermont,36054,52251,97435.0,1.8647490000191385
Addison County,Vermont,36825,61875,126112.0,2.038173737373737
Washington County,Vermont,58691,60602,106206.0,1.7525164186000461
Culpeper County,Virginia,49795,69693,122969.0,1.7644383223566211
Dinwiddie County,Virginia,28033,54640,82236.0,1.5050512445095168
Hanover County,Virginia,103218,84955,131247.0,1.5449002413042199
Orange County,Virginia,35265,67196,141542.0,2.1064051431632835
Chesapeake city,Virginia,235410,72214,90930.0,1.2591741213615089
Colonial Heights city,Virginia,17582,50952,111181.0,2.1820733239127024
Harrisonburg city,Virginia,53064,43009,112027.0,2.604733892906136
Albemarle County,Virginia,105105,72265,131164.0,1.8150418598214904
Bedford County,Virginia,77319,59405,130029.0,2.188856156889151
Botetourt County,Virginia,33149,64733,110813.0,1.711847125886333
Wise County,Virginia,39539,38255,258725.0,6.76316821330545
Portsmouth city,Virginia,95536,48727,84429.0,1.7326943994089519
Virginia Beach city,Virginia,450057,70500,100337.0,1.4232198581560285
Washington County,Virginia,54457,44844,158722.0,3.5394255641780394
Pulaski County,Virginia,34330,49691,140008.0,2.817572598659717
Warren County,Virginia,38991,65353,101609.0,1.5547717778831882
Alexandria city,Virginia,154710,93370,122645.0,1.3135375388240333
Danville city,Virginia,41911,34951,102120.0,2.921804812451718
Fredericksburg city,Virginia,28135,57258,89671.0,1.5660868350274197
Hampton city,Virginia,136255,52021,95238.0,1.8307606543511274
Amherst County,Virginia,31819,49677,133107.0,2.679449242103992
Arlington County,Virginia,229534,112138,141417.0,1.2610979329041003
Hopewell city,Virginia,22353,40712,127738.0,3.137600707408135
Newport News city,Virginia,180775,51082,99445.0,1.9467718570142125
Frederick County,Virginia,83784,71037,125771.0,1.7704998803440462
Stafford County,Virginia,141159,103005,97729.0,0.9487791854764331
Lynchburg city,Virginia,79237,41971,109764.0,2.6152343284648922
York County,Virginia,67196,86781,101844.0,1.1735748608566392
Richmond city,Virginia,220892,42356,94074.0,2.221031258853527
Pittsylvania County,Virginia,61970,44356,157109.0,3.5420010821534853
Staunton city,Virginia,24273,46435,116100.0,2.500269193496285
Fluvanna County,Virginia,26109,67964,80654.0,1.1867164969689836
Winchester city,Virginia,27516,49330,160175.0,3.247009933103588
Accomack County,Virginia,32840,42260,235990.0,5.584240416469474
Tazewell County,Virginia,42689,40309,85430.0,2.1193778064452107
Manassas Park city,Virginia,16117,79131,90384.0,1.142207225992342
Fairfax city,Virginia,23580,106870,172700.0,1.6159820342472162
Manassas city,Virginia,41379,77551,117687.0,1.5175432940903406
Roanoke city,Virginia,99572,41483,96516.0,2.326639828363426
Salem city,Virginia,25521,53990,130194.0,2.4114465641785516
Suffolk city,Virginia,88057,68089,138894.0,2.039888968849594
Norfolk city,Virginia,245752,47137,76423.0,1.6212953730615016
Chesterfield County,Virginia,335594,76969,97480.0,1.2664839091062636
Fairfax County,Virginia,1142004,117515,138493.0,1.178513381270476
Isle of Wight County,Virginia,36090,67767,101876.0,1.5033275783198312
James City County,Virginia,73028,80772,119888.0,1.4842767295597483
Smyth County,Virginia,31298,40544,215260.0,5.30929360694554
Charlottesville city,Virginia,46487,54739,127472.0,2.3287235791665903
Campbell County,Virginia,55158,48823,113206.0,2.3187022509882635
Henrico County,Virginia,324073,66447,114033.0,1.7161497133053412
Henry County,Virginia,51956,36779,135300.0,3.6787297098887954
King George County,Virginia,25564,84770,103114.0,1.2163973103692345
Louisa County,Virginia,34813,56946,158238.0,2.778737751554104
Prince George County,Virginia,37704,68461,158871.0,2.3206058924058954
Rockingham County,Virginia,78653,57651,166130.0,2.8816499280151255
Spotsylvania County,Virginia,130159,81434,119594.0,1.4686003389247735
Franklin County,Virginia,56277,51208,154900.0,3.0249179815653804
Mecklenburg County,Virginia,30959,41126,174090.0,4.233088557117152
Montgomery County,Virginia,97692,53424,145419.0,2.7219788858939804
New Kent County,Virginia,20523,78429,133235.0,1.6987976386285686
Augusta County,Virginia,74390,59544,156491.0,2.6281573290339915
Halifax County,Virginia,35030,39233,95740.0,2.4402926108123264
Loudoun County,Virginia,374558,129588,115300.0,0.8897428774269223
Prince William County,Virginia,450763,101059,106300.0,1.0518607941895328
Roanoke County,Virginia,93419,62134,110950.0,1.7856568062574436
Caroline County,Virginia,29889,60925,92511.0,1.5184407057858023
Gloucester County,Virginia,37035,63881,97536.0,1.5268389662027833
Powhatan County,Virginia,28364,80441,158300.0,1.9679019405527032
Shenandoah County,Virginia,42854,53934,168490.0,3.124003411577113
Fauquier County,Virginia,68406,94775,123080.0,1.2986547085201794
Harrison County,West Virginia,68438,48315,94700.0,1.9600538135154715
Ohio County,West Virginia,42906,45777,120367.0,2.6294208882189745
Raleigh County,West Virginia,77097,42386,119592.0,2.8214976643231258
Putnam County,West Virginia,56644,59113,84350.0,1.4269280868844416
Wayne County,West Virginia,41063,38905,82950.0,2.1321166945122734
Jackson County,West Virginia,29123,41731,94194.0,2.257170928087034
Mercer County,West Virginia,60963,37763,141786.0,3.7546275454810263
Upshur County,West Virginia,24604,39434,98833.0,2.5062889891971394
Berkeley County,West Virginia,111610,59480,98494.0,1.655917955615333
Brooke County,West Virginia,23067,48835,113467.0,2.3234770144363672
Greenbrier County,West Virginia,35523,40483,184125.0,4.548205419558827
Marion County,West Virginia,56575,48158,87722.0,1.8215457452552015
Mineral County,West Virginia,27421,40749,68762.0,1.687452452820928
Hancock County,West Virginia,29921,43634,87775.0,2.01161937938305
Marshall County,West Virginia,32006,42473,125207.0,2.9479198549666847
Nicholas County,West Virginia,25496,39037,122493.0,3.1378692010144222
Randolph County,West Virginia,29152,40094,98238.0,2.450192048685589
Wood County,West Virginia,86016,45537,80000.0,1.7568131409622945
Mason County,West Virginia,27000,38977,100940.0,2.5897324062908895
Monongalia County,West Virginia,103715,49624,104614.0,2.108133161373529
Cabell County,West Virginia,96100,37816,97822.0,2.586788660884282
Jefferson County,West Virginia,55673,72526,110094.0,1.5179935471417147
Kanawha County,West Virginia,187827,46859,91375.0,1.94999893296912
Preston County,West Virginia,33760,46673,159091.0,3.4086302573222205
Okanogan County,Washington,41377,42598,110731.0,2.5994412883233955
Kittitas County,Washington,43726,53163,89094.0,1.675864793183229
Thurston County,Washington,269885,66113,115347.0,1.744694689395429
Benton County,Washington,190529,63001,108929.0,1.7290043015190235
Clark County,Washington,457474,67832,97056.0,1.4308291072060384
Asotin County,Washington,22259,47483,108047.0,2.2754880694143167
Mason County,Washington,61569,53087,120690.0,2.273437941492267
Skagit County,Washington,121725,59263,119080.0,2.0093481598974066
Stevens County,Washington,43858,47272,139300.0,2.946776104247758
Spokane County,Washington,490764,52159,99244.0,1.9027205276174772
Chelan County,Washington,75138,54975,120362.0,2.189395179627103
Kitsap County,Washington,258903,68336,105829.0,1.5486566377897448
King County,Washington,2118119,83571,122913.0,1.470761388519941
Whitman County,Washington,47794,41574,93426.0,2.247221821330639
Yakima County,Washington,248279,47470,117831.0,2.482220349694544
Clallam County,Washington,73439,48002,150390.0,3.1329944585642266
Cowlitz County,Washington,103590,49804,134208.0,2.6947233153963537
Lewis County,Washington,76012,46387,176000.0,3.7941664690538297
Douglas County,Washington,40585,55805,176160.0,3.156706388316459
Grays Harbor County,Washington,71454,45483,140800.0,3.095662115515687
Island County,Washington,80323,61516,149427.0,2.4290753625073154
Pierce County,Washington,845193,63881,90900.0,1.4229583131134453
Franklin County,Washington,89124,60275,122575.0,2.033596018249689
Walla Walla County,Washington,59862,52630,108121.0,2.0543606308189246
Grant County,Washington,93420,52382,86973.0,1.6603604291550533
Whatcom County,Washington,212738,56419,113392.0,2.0098193870859107
Snohomish County,Washington,771904,78020,113154.0,1.4503204306588053
Campbell County,Wyoming,48116,80178,82973.0,1.0348599366409739
Natrona County,Wyoming,81023,59400,115000.0,1.936026936026936
Laramie County,Wyoming,97031,62879,101947.0,1.621320313618219
Teton County,Wyoming,22923,80049,108155.0,1.3511099451585904
Sweetwater County,Wyoming,44527,71083,89745.0,1.2625381596162233
Sheridan County,Wyoming,29964,56455,91627.0,1.6230094765742626
Park County,Wyoming,29276,60828,90531.0,1.4883113040047347
Albany County,Wyoming,37944,45816,97710.0,2.132661079099005
Fremont County,Wyoming,40354,55013,159300.0,2.89567920309745
Rock County,Wisconsin,161226,53410,81325.0,1.5226549335330462
Monroe County,Wisconsin,45303,56479,94940.0,1.680978770870589
Pierce County,Wisconsin,41226,66772,82214.0,1.2312646019289522
Wood County,Wisconsin,73427,51603,76940.0,1.4909985853535648
Calumet County,Wisconsin,49737,70662,71789.0,1.0159491664543885
Jefferson County,Wisconsin,84586,59215,99388.0,1.678426074474373
Kenosha County,Wisconsin,167886,57269,97222.0,1.6976374652953605
Clark County,Wisconsin,34513,49131,87050.0,1.771793775823818
St. Croix County,Wisconsin,87142,77768,88674.0,1.1402376298734698
Oconto County,Wisconsin,37465,55762,93169.0,1.6708331838886696
Lincoln County,Wisconsin,27994,54203,64888.0,1.1971293101857832
Waupaca County,Wisconsin,51651,54071,96915.0,1.7923655933864733
Barron County,Wisconsin,45358,49257,69656.0,1.4141340317112288
Marinette County,Wisconsin,40712,44958,98671.0,2.1947373103785757
Milwaukee County,Wisconsin,956586,46784,81750.0,1.747392270861833
Racine County,Wisconsin,195101,58334,80894.0,1.3867384372750027
Winnebago County,Wisconsin,169540,55128,81811.0,1.4840190103032942
Dunn County,Wisconsin,44260,54605,77371.0,1.4169215273326619
Green County,Wisconsin,36869,60609,101293.0,1.6712534442079559
Grant County,Wisconsin,51742,50522,105960.0,2.097304144729029
Shawano County,Wisconsin,41136,51751,150818.0,2.9143011729241945
Sheboygan County,Wisconsin,115094,56114,94373.0,1.6818084613465445
Langlade County,Wisconsin,19190,44122,67881.0,1.5384842028919814
Outagamie County,Wisconsin,183288,61523,80694.0,1.3116070412691188
Vernon County,Wisconsin,30378,49996,110800.0,2.2161772941835345
Columbia County,Wisconsin,56790,63293,120800.0,1.9085838876337036
La Crosse County,Wisconsin,117582,54127,61868.0,1.1430155005819647
Brown County,Wisconsin,258004,56775,81084.0,1.4281638044914136
Eau Claire County,Wisconsin,102388,52178,62322.0,1.194411437770708
Marathon County,Wisconsin,135293,56509,67689.0,1.1978445911270772
Oneida County,Wisconsin,35352,52945,74908.0,1.4148267069600529
Polk County,Wisconsin,43328,53551,84663.0,1.5809788799462194
Trempealeau County,Wisconsin,29510,54009,76786.0,1.4217260086281915
Waukesha County,Wisconsin,396731,81140,96500.0,1.1893024402267685
Dodge County,Wisconsin,87833,56038,71525.0,1.2763660373318106
Walworth County,Wisconsin,102917,58401,91956.0,1.5745620794164483
Juneau County,Wisconsin,26427,48817,77020.0,1.5777290697912612
Manitowoc County,Wisconsin,79680,51053,80318.0,1.5732278220672635
Sauk County,Wisconsin,63340,54447,97913.0,1.7983176299887964
Washington County,Wisconsin,133967,73021,96913.0,1.3271935470618041
Chippewa County,Wisconsin,63445,55240,77213.0,1.3977733526430123
Dane County,Wisconsin,522837,67631,87705.0,1.2968165486241516
Door County,Wisconsin,27443,56494,87221.0,1.5438984670938507
Douglas County,Wisconsin,43503,50730,84205.0,1.6598659570274
Fond du Lac County,Wisconsin,102082,57798,87773.0,1.5186165611266826
Iowa County,Wisconsin,23576,60017,75793.0,1.2628588566572805
Ozaukee County,Wisconsin,87817,80526,114476.0,1.4216029605344858
Portage County,Wisconsin,70371,54620,74950.0,1.3722079824240205
